Service Name,Physical Address Line 1,Physical Address Line 2,Physical Suburb,Physical State,Physical Post Code,2019 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,Medicare Local Area Name,Medicare Local Area Code,2017 PHN Name,2017 PHN Code,2019 LGA Code,2019 LGA Name,Latitude,Longitude,2022/23 FY Australian Government Funding
Stanhope Aged Care Community Services EACHD,"Level 1, 2 Mackie Street", ,VICTORIA PARK,WA,6100,Metropolitan South East,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51123,Victoria Park - Lathlain - Burswood,50602,Belmont - Victoria Park,Bentley - Armadale,ML504,Perth South,PHN502,58510,Victoria Park (T),-31.97493121,115.8905476,"$288,916 "
Stanhope Home Health Care Services,"Level 1, 2 Mackie Street", ,VICTORIA PARK,WA,6100,Metropolitan South East,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51123,Victoria Park - Lathlain - Burswood,50602,Belmont - Victoria Park,Bentley - Armadale,ML504,Perth South,PHN502,58510,Victoria Park (T),-31.97493121,115.8905476,"$498,287 "
Capecare Home Care,20 RAY Avenue, ,BROADWATER,WA,6280,South West,Home Care,0,0,0,Ray Village Aged Services Inc,Charitable,Inner Regional Australia,3,51002,Busselton,50101,Augusta - Margaret River - Busselton,South West WA,ML506,Country WA,PHN503,51260,Busselton (C),-33.65821282,115.2692108,"$2,846,241 "
SwanCare Group Community Care,26 Plantation Drive, ,BENTLEY,WA,6102,Metropolitan South East,Home Care,0,0,0,SwanCare Group Inc.,Charitable,Major Cities of Australia,1,51124,Bentley - Wilson - St James,50603,Canning,Bentley - Armadale,ML504,Perth South,PHN502,58510,Victoria Park (T),-32.00398277,115.9013201,"$1,313,520 "
Triple A Care (Australian Asian Association of WA),275 Stirling Street, ,PERTH,WA,6000,Metropolitan East,Home Care,0,0,0,Australian Asian Association of Western Australia Inc,Charitable,Major Cities of Australia,1,51041,Perth City,50302,Perth City,Perth Central and East Metro,ML501,Perth North,PHN501,58570,Vincent (C),-31.943299,115.867858,"$2,984,097 "
White Oak CACP East,Suite 14,115 Grand Boulevard,JOONDALUP,WA,6027,Metropolitan North,Home Care,0,0,0,White Oak Home Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51077,Joondalup - Edgewater,50501,Joondalup,Perth North Metro,ML502,Perth North,PHN501,54170,Joondalup (C),-31.74149,115.77065,"$923,148 "
Wiluna Aged Care Services (Ngangganawili),Lot 1467 Thompson Street, ,WILUNA,WA,6646,Mid West,Home Care,0,0,0,Ngangganawili Aboriginal Community Controlled Health & Medical Services Aboriginal Corporation,Charitable,Very Remote Australia,7,51290,Meekatharra,51104,Mid West,Goldfields - Midwest,ML507,Country WA,PHN503,59250,Wiluna (S),-26.5928875,120.2168653,"$109,570 "
Bupa Templestowe,222-228 Serpells Road, ,TEMPLESTOWE,VIC,3106,Eastern Metro,Residential,142,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21159,Templestowe,20702,Manningham - West,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24210,Manningham (C),-37.76720883,145.1533983,"$4,553,600 "
Life Without Barriers,352 Hunter Street, ,NEWCASTLE,NSW,2300,Hunter,Home Care,0,0,0,Life Without Barriers,Community Based,Major Cities of Australia,1,11229,Newcastle - Cooks Hill,11103,Newcastle,Hunter,ML111,Hunter New England and Central Coast,PHN108,15900,Newcastle (C),-32.926479,151.774926,"$574,117 "
Kintyre Lodge - Dubbo,2 Glenabbey Drive, ,DUBBO,NSW,2830,Orana Far West,Residential,81,0,0,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,3,11102,Dubbo - West,10503,Dubbo,Western NSW,ML115,Western NSW,PHN107,12390,Dubbo Regional (A),-32.273178,148.573601,"$5,098,842 "
"At Home Services Feros Care - Barwon-South Western, Victoria","Level 27, 101 Collins Street", ,MELBOURNE,VIC,3000,Western Metro,Home Care,0,0,0,Feros Care,Community Based,Major Cities of Australia,1,21122,Melbourne,20604,Melbourne City,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,24600,Melbourne (C),-37.814542,144.9705,"$471,222 "
At Home Services Feros Care - Loddon-Mallee VIC,"Level 27,",101 Collins Street,MELBOURNE,VIC,3000,Western Metro,Home Care,0,0,0,Feros Care,Community Based,Major Cities of Australia,1,21122,Melbourne,20604,Melbourne City,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,24600,Melbourne (C),-37.814541,144.9705,"$921,850 "
At Home Services Feros Care - Eastern Metropolitan VIC,"Level 27, 101 Collins Street", ,MELBOURNE,VIC,3000,Western Metro,Home Care,0,0,0,Feros Care,Community Based,Major Cities of Australia,1,21122,Melbourne,20604,Melbourne City,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,24600,Melbourne (C),-37.814542,144.9705,"$795,995 "
Arthur Blackburn VC Gardens,821 Ocean Drive, ,PORT MACQUARIE,NSW,2444,Mid North Coast,Residential,80,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,3,11163,Port Macquarie - East,10804,Port Macquarie,North Coast NSW,ML113,North Coast,PHN109,16380,Port Macquarie-Hastings (A),-31.489957,152.903404,"$5,897,650 "
Bupa Ballarat,305 Smythes Road, ,DELACOMBE,VIC,3356,Grampians,Residential,144,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21006,Delacombe,20101,Ballarat,Grampians,ML211,Western Victoria,PHN206,20570,Ballarat (C),-37.59042354,143.8088634,"$11,358,340 "
Latrobe Home Care Packages - Grampians,81-87 Buckley Street, ,MORWELL,VIC,3840,Gippsland,Home Care,0,0,0,Latrobe Community Health Service,State Government,Inner Regional Australia,3,21096,Morwell,20504,Latrobe Valley,Gippsland,ML217,Gippsland,PHN204,23810,Latrobe (C) (Vic.),-38.2358326,146.4000861,"$1,450,167 "
Latrobe Home Care Packages - Hume,53 Ryley Street, ,WANGARATTA,VIC,3677,Hume,Home Care,0,0,0,Latrobe Community Health Service,State Government,Inner Regional Australia,3,21066,Wangaratta,20402,Wangaratta - Benalla,Hume,ML216,Murray,PHN205,26700,Wangaratta (RC),-36.35745028,146.3216848,"$1,013,445 "
Camberwell Green,12 Hunter Road, ,CAMBERWELL,VIC,3124,Eastern Metro,Residential,48,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21149,Camberwell,20701,Boroondara,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,21110,Boroondara (C),-37.83771279,145.0829588,"$2,538,560 "
IPC HEALTH LTD,"Level 1, 399 Melton Highway", ,TAYLORS LAKES,VIC,3038,Western Metro,Home Care,0,0,0,IPC Health Ltd,Community Based,Major Cities of Australia,1,21340,Taylors Lakes,21301,Brimbank,Macedon Ranges and North Western Melbourne,ML204,North Western Melbourne,PHN201,21180,Brimbank (C),-37.7000966,144.7741088,"$10,642,516 "
Templestowe Manor,410-418 Thompsons Road, ,TEMPLESTOWE LOWER,VIC,3107,Eastern Metro,Residential,58,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21160,Templestowe Lower,20702,Manningham - West,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24210,Manningham (C),-37.75830108,145.1141925,"$3,466,022 "
KinCare - South East Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11291,Baulkham Hills (West) - Bella Vista,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.73524917,150.9462895,"$150,784 "
St Patrick's Green,40 Chapel Street, ,KOGARAH,NSW,2217,South East Sydney,Residential,100,0,0,Greengate Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11378,Kogarah,11904,Kogarah - Rockdale,South Eastern Sydney,ML103,Central and Eastern Sydney,PHN101,12930,Georges River (A),-33.968342,151.135589,"$6,446,391 "
Baptcare Wattle Grove Community,51 Pinetree Crescent, ,LALOR,VIC,3075,Northern Metro,Residential,120,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21219,Lalor,20904,Whittlesea - Wallan,Northern Melbourne,ML205,Eastern Melbourne,PHN202,27070,Whittlesea (C),-37.665642,144.997797,"$7,809,187 "
Annecto HCP Program Southern Region - Level 2,41-43 Ringwood Street, ,RINGWOOD,VIC,3134,Eastern Metro,Home Care,0,0,0,annecto Inc,Charitable,Major Cities of Australia,1,21266,Ringwood,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.812089,145.227127,"$1,355,381 "
Mercy Place Ballarat,60 Corbett Street, ,BALLARAT EAST,VIC,3350,Grampians,Residential,114,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,2,21003,Ballarat - North,20101,Ballarat,Grampians,ML211,Western Victoria,PHN206,20570,Ballarat (C),-37.560156,143.873495,"$7,719,121 "
Jewish Care Victoria,619 St Kilda Road, ,ST KILDA,VIC,3182,Southern Metro,Home Care,0,0,0,Jewish Care (Victoria) Inc,Religious,Major Cities of Australia,1,21133,St Kilda,20605,Port Phillip,Bayside,ML202,South Eastern Melbourne,PHN203,25900,Port Phillip (C),-37.852933,144.982152,"$19,449,184 "
mecwacare Home Care Packages (Western Metro Region),1287 Malvern Road, ,MALVERN,VIC,3144,Southern Metro,Home Care,0,0,0,MECWA,Community Based,Major Cities of Australia,1,21194,Malvern - Glen Iris,20804,Stonnington - East,Bayside,ML202,South Eastern Melbourne,PHN203,26350,Stonnington (C),-37.852367,145.036581,"$4,263,346 "
KinCare - Inner West - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11291,Baulkham Hills (West) - Bella Vista,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.73524917,150.9462895,"$1,543,941 "
mecwacare Home Care Packages (Eastern Metro Region),1287 Malvern Road, ,MALVERN,VIC,3144,Southern Metro,Home Care,0,0,0,MECWA,Community Based,Major Cities of Australia,1,21194,Malvern - Glen Iris,20804,Stonnington - East,Bayside,ML202,South Eastern Melbourne,PHN203,26350,Stonnington (C),-37.852367,145.036581,"$2,254,318 "
mecwacare Home Care Packages (Northern Metro Region),1287 Malvern Road, ,MALVERN,VIC,3144,Southern Metro,Home Care,0,0,0,MECWA,Community Based,Major Cities of Australia,1,21194,Malvern - Glen Iris,20804,Stonnington - East,Bayside,ML202,South Eastern Melbourne,PHN203,26350,Stonnington (C),-37.852367,145.036581,"$1,541,415 "
mecwacare Home Care Packages (Southern Metro Region),4/66-68 Main Street, ,PAKENHAM,VIC,3810,Southern Metro,Home Care,0,0,0,MECWA,Community Based,Major Cities of Australia,1,21292,Pakenham - South,21201,Cardinia,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,21450,Cardinia (S),-38.07633465,145.4806665,"$27,218,858 "
Wimmera Community Options,5 ROBINSON Street, ,HORSHAM,VIC,3400,Grampians,Home Care,0,0,0,Grampians Community Health,Charitable,Outer Regional Australia,3,21388,Horsham,21501,Grampians,Grampians,ML211,Western Victoria,PHN206,23190,Horsham (RC),-36.71353471,142.2075514,$0 
Baptcare - Northern HCP 3,"Suite 37, 240 Plenty Road", ,BUNDOORA,VIC,3083,Northern Metro,Home Care,0,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21216,Bundoora - North,20904,Whittlesea - Wallan,Northern Melbourne,ML205,Eastern Melbourne,PHN202,27070,Whittlesea (C),-37.68357729,145.0695029,"$1,921,188 "
Australian Unity Community Care - Grampians,27/20 Enterprise Drive,University Hill,BUNDOORA,VIC,3083,Northern Metro,Home Care,0,0,0,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21216,Bundoora - North,20904,Whittlesea - Wallan,Northern Melbourne,ML205,Eastern Melbourne,PHN202,27070,Whittlesea (C),-37.68539315,145.0701196,"$141,890 "
Australian Unity Community Care - SMR,77 Tanti Avenue, ,MORNINGTON,VIC,3931,Southern Metro,Home Care,0,0,0,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21380,Mornington,21402,Mornington Peninsula,Frankston - Mornington Peninsula,ML209,South Eastern Melbourne,PHN203,25340,Mornington Peninsula (S),-38.22023365,145.0449343,"$44,556 "
CCSSCI Western Home Care,"Suite 6, Level 1, MC Square",687 Doncaster Road,DONCASTER,VIC,3108,Eastern Metro,Home Care,0,0,0,Chinese Community Social Services Centre Inc,Community Based,Major Cities of Australia,1,21157,Doncaster,20702,Manningham - West,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24210,Manningham (C),-37.787213,145.131436,"$1,855,340 "
Parkglen Homecare Services,360 Cheltenham Road, ,KEYSBOROUGH,VIC,3173,Southern Metro,Home Care,0,0,0,Parkglen Friendly Society Limited,Charitable,Major Cities of Australia,1,21314,Keysborough,21204,Dandenong,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,22670,Greater Dandenong (C),-37.994056,145.164406,"$10,657,045 "
Bupa Clemton Park,1 Tedbury Street, ,CLEMTON PARK,NSW,2206,Inner West,Residential,144,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11363,Canterbury (South) - Campsie,11902,Canterbury,Inner West Sydney,ML102,Central and Eastern Sydney,PHN101,11570,Canterbury-Bankstown (A),-33.92354897,151.1037387,"$11,964,757 "
Baptcare - Hume HCP 3,"Suite 37, 240 Plenty Road", ,BUNDOORA,VIC,3083,Northern Metro,Home Care,0,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21216,Bundoora - North,20904,Whittlesea - Wallan,Northern Melbourne,ML205,Eastern Melbourne,PHN202,27070,Whittlesea (C),-37.683701,145.069212,"$472,843 "
Baptcare - Barwon HCP 3,228-236 Purnell Road, ,CORIO,VIC,3214,Barwon-South Western,Home Care,0,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21038,Corio - Norlane,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.071874,144.341068,"$1,488,265 "
Enrich Living Pty Ltd - NSW Northern Sydney,"Unit 5, 5-7 Anella Avenue",1 Richardson Place,CASTLE HILL,NSW,2154,Western Sydney,Home Care,0,0,0,MyHomecare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11553,Castle Hill - Central,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.726576,150.980377,"$6,069,296 "
Baptcare - Eastern HCP 1,"Suite 2, 35 Seymour Street", ,RINGWOOD,VIC,3134,Eastern Metro,Home Care,0,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21266,Ringwood,21103,Maroondah,Eastern Melbourne,ML207,Eastern Melbourne,PHN202,24410,Maroondah (C),-37.81605408,145.2237876,"$7,401,852 "
Baptcare - Gippsland HCP 3,116 George St, ,MORWELL,VIC,3840,Gippsland,Home Care,0,0,0,Baptcare Ltd,Religious,Inner Regional Australia,3,21096,Morwell,20504,Latrobe Valley,Gippsland,ML217,Gippsland,PHN204,23810,Latrobe (C) (Vic.),-38.238867,146.398868,"$1,574,103 "
KinCare - Western Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11291,Baulkham Hills (West) - Bella Vista,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.73524917,150.9462895,"$263,377 "
HCP New England,"Ground Level, 462-464 Peel Street", ,TAMWORTH,NSW,2340,New England,Home Care,0,0,0,The Benevolent Society,Charitable,Inner Regional Australia,3,11203,Tamworth - North,11004,Tamworth - Gunnedah,New England,ML114,Hunter New England and Central Coast,PHN108,17310,Tamworth Regional (A),-31.093751,150.933311,"$154,275 "
KinCare - South West Sydney - home care packages,"Level 4, Building A",20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11291,Baulkham Hills (West) - Bella Vista,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.73524917,150.9462895,"$1,106,128 "
KinCare - Southern Highlands - home care packages,"Suite 1, 17 Napier Close", ,DEAKIN,ACT,2600,ACT,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,81062,Deakin,80106,South Canberra,Australian Capital Territory,ML801,Australian Capital Territory,PHN801,89399,Unincorporated ACT,-35.32173925,149.0964839,"$275,123 "
HammondCare - Western Sydney,"Level 1, 11-23 Judd Avenue", ,HAMMONDVILLE,NSW,2170,South West Sydney,Home Care,0,0,0,HammondCare,Charitable,Major Cities of Australia,1,11524,Holsworthy - Wattle Grove,12703,Liverpool,South Western Sydney,ML104,South Western Sydney,PHN105,14900,Liverpool (C),-33.950558,150.959081,"$7,335,280 "
UPA HCP - Wagga Wagga,31 Shaw Street, ,WAGGA WAGGA,NSW,2650,Riverina/Murray,Home Care,0,0,0,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,3,11270,Wagga Wagga - West,11303,Wagga Wagga,Murrumbidgee,ML116,Murrumbidgee,PHN110,17750,Wagga Wagga (C),-35.11411604,147.3551901,"$1,411,457 "
ARV Community Services Illawarra,11 Military Road, ,PORT KEMBLA,NSW,2505,Illawarra,Home Care,0,0,0,Anglican Community Services,Religious,Major Cities of Australia,1,11546,Port Kembla - Warrawong,10701,Dapto - Port Kembla,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,18450,Wollongong (C),-34.47867285,150.9003089,"$68,997 "
LiveBetter Services Limited- Riverina Murray NSW,"Unit 3, 20 Banna Avenue",235 Lords Place,GRIFFITH,NSW,2680,Riverina/Murray,Home Care,0,0,0,Livebetter Services Limited,Community Based,Outer Regional Australia,3,11256,Griffith (NSW),11301,Griffith - Murrumbidgee (West),Murrumbidgee,ML116,Murrumbidgee,PHN110,13450,Griffith (C),-34.290205,146.061213,"$5,867,598 "
Montefiore HomeCare Northern Sydney,120 High Street, ,HUNTERS HILL,NSW,2110,Northern Sydney,Home Care,0,0,0,Sir Moses Montefiore Jewish Home,Religious,Major Cities of Australia,1,11499,Hunters Hill - Woolwich,12602,Ryde - Hunters Hill,Northern Sydney,ML107,Northern Sydney,PHN102,14100,Hunters Hill (A),-33.82127872,151.139635,"$1,149,356 "
Montefiore HomeCare,37 Dangar Street, ,RANDWICK,NSW,2031,South East Sydney,Home Care,0,0,0,Sir Moses Montefiore Jewish Home,Religious,Major Cities of Australia,1,11569,Randwick - North,11802,Eastern Suburbs - South,Eastern Sydney,ML101,Central and Eastern Sydney,PHN101,16550,Randwick (C),-33.90514075,151.2400813,"$2,381,614 "
ANHF Home Care Packages SES,413 Beamish Street, ,CAMPSIE,NSW,2194,Inner West,Home Care,0,0,0,Australian Nursing Home Foundation Limited,Charitable,Major Cities of Australia,1,11363,Canterbury (South) - Campsie,11902,Canterbury,Inner West Sydney,ML102,Central and Eastern Sydney,PHN101,11570,Canterbury-Bankstown (A),-33.91720575,151.1046079,"$936,631 "
Luson The Vue,17 Reserve Road, ,GROVEDALE,VIC,3216,Barwon-South Western,Residential,120,0,0,Luson Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.20496138,144.3422314,"$8,441,513 "
Frankston Nursing Home,8-12 Nolan Street, ,FRANKSTON,VIC,3199,Southern Metro,Residential,61,0,0,Merakis Enterprises Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21371,Frankston,21401,Frankston,Frankston - Mornington Peninsula,ML209,South Eastern Melbourne,PHN203,22170,Frankston (C),-38.14921299,145.117533,"$3,741,323 "
Enrich Living Pty Ltd - NSW South West Sydney,"Unit 5, 5-7 Anella Avenue",1 Richardson Place,CASTLE HILL,NSW,2154,Western Sydney,Home Care,0,0,0,MyHomecare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11553,Castle Hill - Central,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.726576,150.980377,"$347,262 "
Baptcare The Orchards Community,107 Andersons Creek Road, ,DONCASTER EAST,VIC,3109,Eastern Metro,Residential,150,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21424,Doncaster East (North),20702,Manningham - West,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24210,Manningham (C),-37.76728373,145.169728,"$11,786,860 "
At Home Services Feros Care - Northern Sydney NSW,Level 26,44 Market Street,SYDNEY,NSW,2000,South East Sydney,Home Care,0,0,0,Feros Care,Community Based,Major Cities of Australia,1,11337,Sydney - Haymarket - The Rocks,11703,Sydney Inner City,Eastern Sydney,ML101,Central and Eastern Sydney,PHN101,17200,Sydney (C),-33.87080034,151.2070331,"$474,567 "
Life Without Barriers - Far North Coast,2/97 Tamar Street, ,BALLINA,NSW,2478,Far North Coast,Home Care,0,0,0,Life Without Barriers,Community Based,Inner Regional Australia,3,11236,Ballina,11201,Richmond Valley - Coastal,North Coast NSW,ML113,North Coast,PHN109,10250,Ballina (A),-28.86793627,153.5586183,"$1,203,331 "
At Home Services Feros Care - Northern Metropolitan Victoria,Level 2 / 101 Collins Street, ,MELBOURNE,VIC,3000,Western Metro,Home Care,0,0,0,Feros Care,Community Based,Major Cities of Australia,1,21122,Melbourne,20604,Melbourne City,Inner North West Melbourne,ML201,North Western Melbourne,PHN201,24600,Melbourne (C),-37.814541,144.9705,"$956,196 "
Carinity Brownesholme Manor,131 Highfields Road, ,HIGHFIELDS,QLD,4352,Darling Downs,Residential,96,0,0,The Baptist Union of Queensland,Religious,Inner Regional Australia,2,31450,Highfields,31701,Toowoomba,Darling Downs - South West Queensland,ML306,Darling Downs and West Moreton,PHN304,36910,Toowoomba (R),-27.4484858,151.9388938,"$3,177,486 "
Bupa Runaway Bay,376-378 Pine Ridge Road, ,COOMBABAH,QLD,4216,South Coast,Residential,108,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31237,Coombabah,30903,Gold Coast - North,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-27.91570191,153.3864924,"$9,743,932 "
At Home Feros Care - Darling Downs QLD,"Suite 212, Level 2 Showcase on the Beach",72-80 Marine Pde,COOLANGATTA,QLD,4225,South Coast,Home Care,0,0,0,Feros Care,Community Based,Major Cities of Australia,1,31230,Coolangatta,30902,Coolangatta,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-28.16798859,153.5388808,"$4,060,351 "
Integratedliving Home Care Packages QLD,"Shop 68, 157 Mulgrave Road", ,BUNGALOW,QLD,4870,Far North,Home Care,0,0,0,Integratedliving Australia Ltd,Community Based,Outer Regional Australia,2,31154,Westcourt - Bungalow,30602,Cairns - South,Far North Queensland,ML311,Northern Queensland,PHN307,32080,Cairns (R),-16.928586,145.761251,"$13,454,000 "
Narangba Community Aged Care,31-37 Mumford Road, ,NARANGBA,QLD,4504,Cabool,Residential,144,0,0,Signature Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31375,Narangba,31304,Narangba - Burpengary,Metro North Brisbane,ML301,Brisbane North,PHN301,35010,Moreton Bay (R),-27.203718,152.956861,"$12,447,065 "
Salem,280 HUME Street, ,SOUTH TOOWOOMBA,QLD,4350,Darling Downs,Home Care,0,0,0,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,2,31456,Toowoomba - Central,31701,Toowoomba,Darling Downs - South West Queensland,ML306,Darling Downs and West Moreton,PHN304,36910,Toowoomba (R),-27.57860987,151.955422,"$4,523,532 "
St Vincent's Care Services Maroochydore,37 Baden Powell Street, ,MAROOCHYDORE,QLD,4558,Sunshine Coast,Residential,135,0,0,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,1,31427,Maroochydore - Kuluin,31603,Maroochy,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.651221,153.08813,"$10,305,909 "
Enrich Living Pty Ltd - QLD Brisbane South,"Level 4, 140 Bundall Road", ,BUNDALL,QLD,4217,South Coast,Home Care,0,0,0,MyHomecare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31268,Bundall,30910,Surfers Paradise,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-28.00151,153.413674,"$375,239 "
Bethanie Como,30 McNabb Loop, ,COMO,WA,6152,Metropolitan South East,Residential,99,0,0,The Bethanie Group Incorporated,Religious,Major Cities of Australia,1,51145,Como,50607,South Perth,Bentley - Armadale,ML504,Perth South,PHN502,57840,South Perth (C),-32.000469,115.872231,"$6,204,855 "
Aegis Amherst,75 Amherst Road, ,CANNING VALE,WA,6155,Metropolitan South East,Residential,138,0,0,Aegis Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51133,Canning Vale - East,50604,Gosnells,Bentley - Armadale,ML504,Perth South,PHN502,53780,Gosnells (C),-32.07799,115.92897,"$10,931,822 "
Carinya Of Bristol,41 Bristol Avenue, ,BICTON,WA,6157,Metropolitan South West,Residential,40,0,0,Bansley Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51177,Bicton - Palmyra,50704,Melville,Fremantle,ML503,Perth South,PHN502,55320,Melville (C),-32.02927,115.78211,"$2,682,594 "
Braemar Cooinda,31 Moorhouse Street, ,WILLAGEE,WA,6156,Metropolitan South West,Residential,108,0,0,The Commissioners of the Presbyterian Church in WA,Religious,Major Cities of Australia,1,51183,Willagee,50704,Melville,Fremantle,ML503,Perth South,PHN502,55320,Melville (C),-32.047,115.815,"$8,722,770 "
3Bridges Community Incorporated,1 / 72 Carwar Avenue, ,CARSS PARK,NSW,2221,South East Sydney,Home Care,0,0,0,3Bridges Community Limited,Community Based,Major Cities of Australia,1,11374,South Hurstville - Blakehurst,11903,Hurstville,South Eastern Sydney,ML103,Central and Eastern Sydney,PHN101,12930,Georges River (A),-33.989858,151.117328,"$19,318,525 "
Community Care (Northern Beaches) Ltd,20 Rodborough Road, ,FRENCHS FOREST,NSW,2086,Northern Sydney,Home Care,0,0,0,Community Care (Northern Beaches) Limited,Community Based,Major Cities of Australia,1,11428,Frenchs Forest - Belrose,12203,Warringah,Sydney North Shore and Beaches,ML108,Northern Sydney,PHN102,15990,Northern Beaches (A),-33.754754,151.248833,"$12,578,366 "
RDNS Home Care Packages NSW Illawarra,Illawarra Division of General Practice,"Suite 3, Level 1 336 Keira Street",WOLLONGONG,NSW,2500,Illawarra,Home Care,0,0,0,Royal District Nursing Service Limited,Charitable,Major Cities of Australia,1,11548,Wollongong - East,10704,Wollongong,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,18450,Wollongong (C),-34.43312716,150.891734,"$2,652,887 "
Care Connect - Wide Bay,17 Palana Ct, ,BUDERIM,QLD,4556,Sunshine Coast,Home Care,0,0,0,Care Connect Ltd,Charitable,Major Cities of Australia,1,31413,Buderim - North,31601,Buderim,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.67018861,153.0402178,"$87,826 "
